titulo,orgao,vagas,salario,salario_numerico,escolaridade,status,cidade,estado,data_coleta,fonte,link
Câmara de Arceburgo,,9,"R$ 4042,00",4042.0,Superior,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-arceburgo-mg-publica-edital-retificado-de-concurso-publico
Câmara de Candeias,,5,"R$ 5228,00",5228.0,Superior,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-concurso-publico-e-divulgado-pela-camara-de-candeias-mg
Câmara de Caranaíba,,1,"R$ 3690,17",3690.17,Superior,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-caranaiba-mg-promove-concurso-publico-para-controlador-geral
Câmara de Dom Viçoso,,3,"R$ 4011,04",4011.04,Superior,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-dom-vicoso-mg-abre-tres-vagas-em-novo-concurso-publico
Câmara de Doresópolis,,5,"R$ 3500,00",3500.0,Superior,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-doresopolis-mg-publica-retificacao-de-concurso-publico
Câmara de Ervália,,2,"R$ 1625,11",1625.11,Médio,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-ervalia-mg-abre-concurso-publico-para-cargos-de-nivel-fundamental-e-medio
Câmara de Itaú de Minas,,1,"R$ 2377,95",2377.95,Ensino Médio,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-itau-de-minas-mg-abre-concurso-publico-para-assistente-administrativo
Câmara de Monsenhor Paulo,,1,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/concurso-publico-para-auxiliar-de-servicos-gerais-e-divulgado-em-monsenhor-paulo-mg
Câmara de Morro da Garça,,6,"R$ 2737,94",2737.94,Médio,,,,2025-10-21T12:47:59.319577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-morro-da-garca-mg-abre-seis-vagas-em-novo-concurso-publico
Câmara de Santa Bárbara do Tugúrio,,2,"R$ 3038,33",3038.33,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-santa-barbara-do-tugurio-mg-publica-edital-de-concurso-publico
Câmara de Santa Cruz do Escalvado,,3,"R$ 3010,28",3010.28,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-concurso-publico-e-divulgado-pela-camara-de-santa-cruz-do-escalvado-mg
Câmara de São José do Divino,,7,"R$ 1752,00",1752.0,Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-sao-jose-do-divino-mg-promove-concurso-publico
Câmara de São Sebastião do Anta,,4,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-sao-sebastiao-do-anta-mg-abre-edital-de-concurso-publico-para-cargos-de-nivel-fundamental
Câmara de Tabuleiro,,2,"R$ 3379,17",3379.17,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-tabuleiro-mg-promove-concurso-publico-para-agente-legislativo-e-assistente-administrativo
CISCEN - Consórcio Intermunicipal de Saúde do Centro Nordeste,,5,"R$ 3636,00",3636.0,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/ciscen-mg-abre-processo-seletivo-para-diversos-cargos
CREF6 - Conselho Regional de Educação Física da 6ª Região,,14,"R$ 2280,00",2280.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/cref-da-6-regiao-informa-abertura-das-inscricoes-de-concurso-publico
"FAEPU - Fundação de Assistência, Estudo e Pesquisa de Uberlândia",,0,"R$ 2371,65",2371.65,Fundamental,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/faepu-lanca-edital-de-processo-seletivo-para-cargo-de-motorista-de-ambulancia
FHEMIG - Fundação Hospitalar do Estado - Barbacena,,10,"R$ 12.535,72",12535.72,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/fhemig-abre-processo-seletivo-para-medicos-em-barbacena-mg
FHEMIG - Fundação Hospitalar do Estado - Belo Horizonte,,2,"R$ 6680,12",6680.12,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/fhemig-publica-processos-seletivos-para-medicos-em-belo-horizonte-mg
FHEMIG - Fundação Hospitalar do Estado de Minas Gerais,,3,"R$ 6680,12",6680.12,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/fhemig-divulga-processo-seletivo-para-profissionais-de-nivel-superior-em-tres-coracoes
HOB - Hospital Metropolitano Odilon Behrens - Belo Horizonte,,0,"R$ 4356,69",4356.69,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/hospital-metropolitano-odilon-behrens-abre-processo-seletivo-para-farmaceuticos
Município de Tocantins,,2,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-tocantins-mg-lanca-edital-de-processo-seletivo-para-cargo-agente-comunitario-de-saude
PM - Polícia Militar de Minas Gerais,,60,"R$ 11.547,07",11547.07,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/pm-mg-abre-60-vagas-em-novo-concurso-publico
Prefeitura de Alpinópolis,,129,"R$ 5350,36",5350.36,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alpinopolis-mg-publica-retificacao-de-concurso-publico
Prefeitura de Alvorada de Minas,,3,"R$ 17.112,06",17112.06,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alvorada-de-minas-mg-divulga-processo-seletivo-com-remuneracao-de-ate-17-1-mil
Prefeitura de Baependi,,55,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-baependi-mg-divulga-retificacao-de-processo-seletivo
Prefeitura de Belmiro Braga,,18,"R$ 7209,25",7209.25,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-belmiro-braga-mg-abre-inscricoes-para-processo-seletivo-e-concurso-publico
Prefeitura de Belo Oriente,,73,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-belo-oriente-mg-abre-processo-seletivo-para-cargos-nivel-medio
Prefeitura de Bom Despacho,,42,"R$ 18.618,42",18618.42,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-bom-despacho-mg-divulga-edital-de-processo-seletivo-com-diversos-cargos
Prefeitura de Brasilândia de Minas,,334,"R$ 19.659,95",19659.95,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-brasilandia-de-minas-mg-publica-retificacao-de-concurso-publico
Prefeitura de Campos Altos,,0,,0.0,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-campos-altos-mg-abre-inscricoes-para-processo-seletivo
Prefeitura de Central de Minas,,5,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-central-de-minas-mg-abre-cinco-vagas-em-novo-processo-seletivo
Prefeitura de Cláudio,,0,"R$ 1661,82",1661.82,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-claudio-mg-publica-processo-seletivo-para-cargo-de-auxiliar-administrativo
Prefeitura de Confins,,2,"R$ 3227,12",3227.12,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-confins-mg-abre-duas-vagas-em-novo-processo-seletivo
Prefeitura de Coqueiral,,8,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-coqueiral-mg-lanca-edital-de-processo-seletivo-para-cargos-de-nivel-medio
Prefeitura de Córrego do Bom Jesus,,9,"R$ 3365,69",3365.69,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-corrego-do-bom-jesus-mg-retifica-um-dos-processos-seletivos
Prefeitura de Curvelo,,8,"R$ 10.323,49",10323.49,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-curvelo-mg-publica-edital-de-processo-seletivo-para-cargos-de-nivel-superior
Prefeitura de Felixlândia,,11,"R$ 2173,14",2173.14,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-felixlandia-mg-publica-edital-de-processo-seletivo-para-cargo-de-enfermagem
Prefeitura de Guidoval,,107,"R$ 4500,00",4500.0,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/inscricoes-para-o-novo-concurso-publico-da-prefeitura-de-guidoval-mg-sao-anunciadas
Prefeitura de Igarapé,,49,"R$ 8198,29",8198.29,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-igarape-mg-realiza-concurso-publico-com-49-vagas-e-cadastro-reserva
Prefeitura de Iguatama,,202,"R$ 4500,00",4500.0,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-iguatama-mg-publica-edital-de-concurso-publico-com-202-vagas
Prefeitura de Imbé de Minas,,260,"R$ 3991,56",3991.56,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-imbe-de-minas-mg-publica-retificacao-de-concurso-publico
Prefeitura de Itabira,,38,"R$ 4867,77",4867.77,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itabira-mg-publica-retificacao-de-processo-seletivo
Prefeitura de Itanhandu,,116,"R$ 16.382,32",16382.32,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itanhandu-mg-publica-retificacao-de-concurso-publico
Prefeitura de Itaúna,,0,"R$ 5223,46",5223.46,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itauna-mg-publica-edital-de-processo-seletivo
Prefeitura de Itaverava,,18,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itaverava-mg-anuncia-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de Itumirim,,114,"R$ 12.679,45",12679.45,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itumirim-mg-publica-editais-de-concurso-publico-e-processo-seletivo
Prefeitura de Iturama,,22,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-iturama-mg-divulga-abertura-de-processo-seletivo-para-cargos-de-nivel-medio
Prefeitura de Jequitaí,,100,"R$ 6075,86",6075.86,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-jequitai-mg-abre-edital-de-concurso-publico-com-diversas-vagas
Prefeitura de Jequitibá,,7,"R$ 3552,28",3552.28,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-jequitiba-mg-abre-sete-vagas-em-novo-processo-seletivo
Prefeitura de João Monlevade,,0,,0.0,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-joao-monlevade-mg-abre-processo-seletivo-para-diversos-cargos
Prefeitura de Lagoa da Prata,,143,"R$ 5281,24",5281.24,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lagoa-da-prata-mg-abre-concurso-publico-com-143-vagas
Prefeitura de Lagoa Dourada,,47,"R$ 18.849,08",18849.08,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lagoa-dourada-mg-divulga-editais-de-concurso-publico-e-processo-seletivo
Prefeitura de Lagoa Formosa,,44,"R$ 3569,67",3569.67,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lagoa-formosa-mg-abre-processo-seletivo-com-diversos-cargos
Prefeitura de Leopoldina,,0,"R$ 3807,60",3807.6,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-leopoldina-mg-divulga-processo-seletivo-para-profissionais-da-area-da-educacao
Prefeitura de Moeda,,1,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-moeda-mg-publica-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de Morro da Garça,,11,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-morro-da-garca-mg-publica-edital-retificado-de-processo-seletivo
Prefeitura de Nova Lima,,50,"R$ 2923,00",2923.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-nova-lima-mg-abre-edital-de-processo-seletivo-com-50-vagas
Prefeitura de Olhos D'Água,,17,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-olhos-dagua-mg-abre-17-vagas-em-novo-processo-seletivo
Prefeitura de Paraisópolis,,2,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-paraisopolis-mg-publica-processo-seletivo-para-agente-de-combate-as-endemias
Prefeitura de Passos,,6,"R$ 8429,26",8429.26,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-passos-mg-abre-processo-seletivo-para-diversas-areas
Prefeitura de Patrocínio,,0,,0.0,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-patrocinio-mg-publica-processo-seletivo-para-agente-de-apoio-escolar
Prefeitura de Pedra Azul,,6,"R$ 1694,40",1694.4,Ensino Médio,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pedra-azul-mg-abre-concurso-publico-para-cargo-de-guarda-civil-municipal
Prefeitura de Pedra do Indaiá,,23,"R$ 6465,60",6465.6,Superior,,,,2025-10-21T12:47:59.324083,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pedra-do-indaia-mg-retifica-concurso-publico-com-salarios-de-ate-6-4-mil
Prefeitura de Perdões,,0,"R$ 1591,32",1591.32,Fundamental,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-perdoes-mg-publica-processo-seletivo-para-profissionais-de-nivel-fundamental
Prefeitura de Pitangui,,7,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pitangui-mg-abre-edital-de-processo-seletivo-para-cargo-de-agente-comunitario-de-saude
Prefeitura de Porto Firme,,6,"R$ 2916,52",2916.52,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-porto-firme-mg-abre-concurso-publico-para-cargos-de-niveis-medio-e-superior
Prefeitura de Queluzito,,4,"R$ 3036,00",3036.0,Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-queluzito-mg-abre-processo-seletivo-para-cargos-de-niveis-fundamental-e-medio
Prefeitura de Rodeiro,,136,"R$ 4108,59",4108.59,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-rodeiro-mg-lanca-edital-de-concurso-publico-com-136-vagas
Prefeitura de Santa Bárbara do Monte Verde,,13,"R$ 9726,61",9726.61,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santa-barbara-do-monte-verde-mg-divulga-editais-de-concurso-publico-e-processo-seletivo
Prefeitura de São João do Manteninha,,3,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-joao-do-manteninha-mg-abre-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de São Pedro da União,,1,"R$ 1550,00",1550.0,Fundamental,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-pedro-da-uniao-mg-lanca-processo-seletivo-para-auxiliar-de-servicos-gerais
Prefeitura de Teixeiras,,80,"R$ 4034,05",4034.05,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-teixeiras-mg-abre-inscricoes-para-tres-editais-de-processo-seletivo
Prefeitura de Toledo,,220,"R$ 3962,37",3962.37,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-toledo-mg-abre-220-vagas-em-novo-concurso-publico
Prefeitura de Três Marias,,40,"R$ 2824,00",2824.0,Ensino Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-tres-marias-mg-abre-40-vagas-em-novo-processo-seletivo
Prefeitura de Ubaporanga,,7,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ubaporanga-mg-abre-sete-vagas-em-novo-processo-seletivo
SAAE - Serviço Autônomo de Água e Esgoto,,15,"R$ 5600,17",5600.17,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-aimores-mg-abre-inscricoes-para-edital-de-concurso-publico-com-15-vagas
SAAE - Serviço Autônomo de Água e Esgoto de Coqueiral,,5,"R$ 2197,55",2197.55,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-coqueiral-mg-publica-edital-de-processo-seletivo
SAAE - Serviço Autônomo de Água e Esgoto do Município de Lambari,,42,"R$ 6631,94",6631.94,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-lambari-mg-divulga-retificacao-de-concurso-publico
SAAE - Serviço Autônomo de Saneamento Básico de Itabirito,,20,"R$ 3517,03",3517.03,Fundamental,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-itabirito-mg-publica-edital-de-processo-seletivo
SAE - Superintendência de Água e Esgoto de Ituiutaba,,27,"R$ 4946,29",4946.29,Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/sae-de-ituiutaba-mg-publica-edital-de-concurso-publico-com-27-vagas
SEE - Secretaria de Estado de Educação de Minas Gerais,,0,,0.0,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/see-mg-publica-dois-editais-de-processos-seletivos
TCE - Tribunal de Contas do Estado de Minas Gerais,,30,"R$ 12.502,85",12502.85,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/tce-mg-publica-retificacao-de-concurso-publico
UEMG - Universidade do Estado de Minas Gerais,,2,"R$ 2639,24",2639.24,Ensino Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/uemg-divulga-dois-editais-de-processos-seletivos-para-tecnicos-universitarios
Prefeitura de Ibertioga,,151,"R$ 5448,39",5448.39,Superior,Suspenso,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ibertioga-mg-retifica-certame-com-151-vagas
ALES - Assembleia Legislativa do Estado do Espírito Santo,,35,"R$ 9360,43",9360.43,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/ales-publica-retificacoes-de-concursos-publicos
IASES - Instituto de Atendimento Socioeducativo do Espírito Santo,,8,"R$ 7547,78",7547.78,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/iases-retifica-concursos-publicos-com-mais-de-1-mil-vagas
PC - Polícia Civil do Estado do Espírito Santo,,52,"R$ 8539,34",8539.34,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/policia-civil-do-espirito-santo-abre-concurso-publico-para-oficiais-investigadores-de-policia
Polícia Penal do Estado do Espírito Santo,,600,"R$ 5631,16",5631.16,Ensino Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/policia-penal-es-publica-retificacao-de-concurso-publico-com-600-vagas
CIM Guandu - Consórcio Intermunicipal Multifinalitário Guandu,,1,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/cim-guandu-es-publica-edital-de-processo-seletivo-para-cargo-de-auxiliar-de-servicos-gerais
Fundação Carmélia Maria de Souza de Cultura e Comunicação Pública,,3,"R$ 4032,00",4032.0,Técnico,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/fundacao-carmelia-es-lanca-abertura-de-edital-de-processo-seletivo
"ICEPi - Instituto Capixaba de Ensino, Pesquisa e Inovação em Saúde",,535,"R$ 15.000,00",15000.0,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/icepi-abre-processo-seletivo-para-profissionais-na-area-da-saude
Prefeitura de Alto Rio Novo,,260,"R$ 5120,00",5120.0,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alto-rio-novo-es-abre-concurso-publico-com-diversas-vagas
Prefeitura de Castelo,,0,"R$ 1518,00",1518.0,Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-castelo-es-publica-edital-de-processo-seletivo-para-formar-cadastro-reserva
Prefeitura de Guaçuí,,39,"R$ 2959,58",2959.58,Superior,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-guacui-es-divulga-abertura-de-processo-seletivo-com-diversos-cargos
Prefeitura de Ibiraçu,,1,"R$ 1671,91",1671.91,Médio,,,,2025-10-21T12:47:59.329701,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ibiracu-es-publica-abertura-das-inscricoes-de-processo-seletivo
Prefeitura de João Neiva,,0,"R$ 1566,31",1566.31,Ensino Médio,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-joao-neiva-es-divulga-processo-seletivo-para-cuidador
Prefeitura de Pedro Canário,,98,"R$ 8500,00",8500.0,Superior,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pedro-canario-es-divulga-retificacao-de-concurso-publico
Prefeitura de Rio Novo do Sul,,1,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/processo-seletivo-para-mecanico-e-divulgado-pela-prefeitura-de-rio-novo-do-sul-es
Prefeitura de Santa Maria de Jetibá,,3,"R$ 1591,92",1591.92,Ensino Médio,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santa-maria-de-jetiba-es-abre-processo-seletivo-para-auxiliar-de-educacao-especial
Prefeitura de Santa Teresa,,5,"R$ 1447,60",1447.6,Fundamental,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santa-teresa-es-abre-processo-seletivo-para-cargos-de-nivel-fundamental
Prefeitura de São José do Calçado,,74,"R$ 2817,85",2817.85,Superior,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-jose-do-calcado-es-republica-edital-de-concurso-publico
Prefeitura de Vitória,,33,"R$ 1889,32",1889.32,Fundamental,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-vitoria-es-lanca-edital-de-processo-seletivo-com-33-vagas
Sedu - Secretaria de Estado da Educação do Espírito Santo,,0,"R$ 6289,14",6289.14,Superior,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/sedu-es-publica-abertura-de-edital-de-processo-seletivo-para-cargos-de-nivel-superior
SEGER - Secretaria de Estado de Gestão e Recursos Humanos,,5,"R$ 5589,89",5589.89,Superior,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/seger-es-publica-edital-de-processo-seletivo
Prefeitura de Cambará,,21,"R$ 2351,48",2351.48,Ensino Médio,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cambara-pr-abre-concurso-publico-com-21-vagas
Prefeitura de Mandaguari,,20,"R$ 2500,00",2500.0,Ensino Médio,Aberto,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-mandaguari-pr-reabre-inscricoes-de-concurso-publico-para-guarda-civil-municipal
Prefeitura de Palotina,,80,"R$ 18.801,94",18801.94,Superior,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-palotina-pr-publica-retificacao-de-concurso-publico
SEAP - Secretaria Estadual da Administração e da Previdência,,57,"R$ 8463,20",8463.2,Superior,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/seap-pr-publica-concurso-publico-com-57-vagas
Câmara de Mangueirinha,,1,"R$ 3170,75",3170.75,Ensino Médio,,,,2025-10-21T12:47:59.332577,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-mangueirinha-pr-abre-concurso-publico-para-atendente-legislativo
