titulo,orgao,vagas,salario,salario_numerico,escolaridade,status,cidade,estado,data_coleta,fonte,link
Prefeitura de Bom Sucesso,,65,"R$ 2852,34",2852.34,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-bom-sucesso-mg-retifica-edital-de-concurso-publico
Prefeitura de Contagem,,598,"R$ 12.762,55",12762.55,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-contagem-mg-abre-edital-de-concurso-publico-com-598-vagas
Prefeitura de Patos de Minas,,330,"R$ 5478,70",5478.7,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-patos-de-minas-mg-divulga-concursos-publicos-com-mais-de-300-vagas
SEJUSP - Secretaria de Estado de Justiça e Segurança Pública de Minas Gerais,,178,"R$ 5332,64",5332.64,Médio,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/sejusp-mg-abre-concurso-publico-para-policial-penal
Câmara de Arceburgo,,9,"R$ 4042,00",4042.0,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-arceburgo-mg-publica-edital-retificado-de-concurso-publico
Câmara de Candeias,,5,"R$ 5228,00",5228.0,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-concurso-publico-e-divulgado-pela-camara-de-candeias-mg
Câmara de Caranaíba,,1,"R$ 3690,17",3690.17,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-caranaiba-mg-promove-concurso-publico-para-controlador-geral
Câmara de Dom Viçoso,,3,"R$ 4011,04",4011.04,Superior,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-dom-vicoso-mg-abre-tres-vagas-em-novo-concurso-publico
Câmara de Doresópolis,,5,"R$ 3500,00",3500.0,Superior,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-doresopolis-mg-publica-retificacao-de-concurso-publico
Câmara de Itaú de Minas,,1,"R$ 2377,95",2377.95,Ensino Médio,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-itau-de-minas-mg-abre-concurso-publico-para-assistente-administrativo
Câmara de Monsenhor Paulo,,1,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/concurso-publico-para-auxiliar-de-servicos-gerais-e-divulgado-em-monsenhor-paulo-mg
Câmara de Morro da Garça,,6,"R$ 2737,94",2737.94,Médio,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-morro-da-garca-mg-abre-seis-vagas-em-novo-concurso-publico
Câmara de Santa Bárbara do Tugúrio,,2,"R$ 3038,33",3038.33,Superior,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-santa-barbara-do-tugurio-mg-publica-edital-de-concurso-publico
Câmara de Santa Cruz do Escalvado,,3,"R$ 3010,28",3010.28,Superior,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-concurso-publico-e-divulgado-pela-camara-de-santa-cruz-do-escalvado-mg
Câmara de São José do Divino,,7,"R$ 1752,00",1752.0,Médio,,,,2025-10-16T15:46:34.889501,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-sao-jose-do-divino-mg-promove-concurso-publico
Câmara de São Sebastião do Anta,,4,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-sao-sebastiao-do-anta-mg-abre-edital-de-concurso-publico-para-cargos-de-nivel-fundamental
Câmara de Tabuleiro,,2,"R$ 3379,17",3379.17,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-tabuleiro-mg-promove-concurso-publico-para-agente-legislativo-e-assistente-administrativo
CEMIG - Companhia Energética de Minas Gerais,,150,"R$ 3332,24",3332.24,Fundamental,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/cemig-retifica-concurso-publico-com-150-vagas-para-eletricista
CISAB-SUL - Consórcio Intermunicipal de Saneamento Básico do Sul de Minas Gerais,,5,"R$ 5480,52",5480.52,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/cisab-sul-abre-periodo-de-inscricao-de-edital-de-processo-seletivo
CISCEN - Consórcio Intermunicipal de Saúde do Centro Nordeste,,5,"R$ 3636,00",3636.0,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/ciscen-mg-abre-processo-seletivo-para-diversos-cargos
CISLAGOS - Consórcio Intermunicipal de Saúde dos Municípios da Região dos Lagos do Sul de Minas Gerais,,1,"R$ 1999,00",1999.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/cislagos-publica-processo-seletivo-para-auxiliar-administrativo
CREF6 - Conselho Regional de Educação Física da 6ª Região,,14,"R$ 2280,00",2280.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/cref-da-6-regiao-informa-abertura-das-inscricoes-de-concurso-publico
"FAEPU - Fundação de Assistência, Estudo e Pesquisa de Uberlândia",,0,"R$ 2371,65",2371.65,Fundamental,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/faepu-lanca-edital-de-processo-seletivo-para-cargo-de-motorista-de-ambulancia
FHEMIG - Fundação Hospitalar do Estado - Barbacena,,10,"R$ 12.535,72",12535.72,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/fhemig-abre-processo-seletivo-para-medicos-em-barbacena-mg
FHEMIG - Fundação Hospitalar do Estado - Belo Horizonte,,2,"R$ 6680,12",6680.12,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/fhemig-publica-processos-seletivos-para-medicos-em-belo-horizonte-mg
FHEMIG - Fundação Hospitalar do Estado de Minas Gerais,,3,"R$ 6680,12",6680.12,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/fhemig-divulga-processo-seletivo-para-profissionais-de-nivel-superior-em-tres-coracoes
Município de Tocantins,,2,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-tocantins-mg-lanca-edital-de-processo-seletivo-para-cargo-agente-comunitario-de-saude
PM - Polícia Militar de Minas Gerais,,60,"R$ 11.547,07",11547.07,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/pm-mg-abre-60-vagas-em-novo-concurso-publico
Prefeitura de Alpinópolis,,129,"R$ 5350,36",5350.36,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alpinopolis-mg-publica-retificacao-de-concurso-publico
Prefeitura de Alvorada de Minas,,3,"R$ 17.112,06",17112.06,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alvorada-de-minas-mg-divulga-processo-seletivo-com-remuneracao-de-ate-17-1-mil
Prefeitura de Baependi,,55,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-baependi-mg-divulga-retificacao-de-processo-seletivo
Prefeitura de Belmiro Braga,,18,"R$ 7209,25",7209.25,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-belmiro-braga-mg-abre-inscricoes-para-processo-seletivo-e-concurso-publico
Prefeitura de Belo Oriente,,73,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-belo-oriente-mg-abre-processo-seletivo-para-cargos-nivel-medio
Prefeitura de Brasilândia de Minas,,334,"R$ 19.659,95",19659.95,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-brasilandia-de-minas-mg-publica-retificacao-de-concurso-publico
Prefeitura de Bueno Brandão,,5,"R$ 3010,29",3010.29,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-bueno-brandao-mg-lanca-edital-de-processo-seletivo-para-cargos-de-nivel-superior
Prefeitura de Campos Altos,,0,,0.0,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-campos-altos-mg-abre-inscricoes-para-processo-seletivo
Prefeitura de Central de Minas,,5,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-central-de-minas-mg-abre-cinco-vagas-em-novo-processo-seletivo
Prefeitura de Cláudio,,0,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-claudio-mg-abre-processo-seletivo-para-cargo-de-agente-comunitario-de-saude
Prefeitura de Confins,,2,"R$ 3227,12",3227.12,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-confins-mg-abre-duas-vagas-em-novo-processo-seletivo
Prefeitura de Coqueiral,,8,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-coqueiral-mg-lanca-edital-de-processo-seletivo-para-cargos-de-nivel-medio
Prefeitura de Córrego do Bom Jesus,,9,"R$ 3365,69",3365.69,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-corrego-do-bom-jesus-mg-retifica-um-dos-processos-seletivos
Prefeitura de Curvelo,,8,"R$ 10.323,49",10323.49,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-curvelo-mg-publica-edital-de-processo-seletivo-para-cargos-de-nivel-superior
Prefeitura de Desterro de Entre Rios,,4,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-desterro-de-entre-rios-mg-abre-processo-seletivo-para-agente-comunitario-de-saude
Prefeitura de Guidoval,,107,"R$ 4500,00",4500.0,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/inscricoes-para-o-novo-concurso-publico-da-prefeitura-de-guidoval-mg-sao-anunciadas
Prefeitura de Igarapé,,49,"R$ 8198,29",8198.29,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-igarape-mg-realiza-concurso-publico-com-49-vagas-e-cadastro-reserva
Prefeitura de Iguatama,,202,"R$ 4500,00",4500.0,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-iguatama-mg-publica-edital-de-concurso-publico-com-202-vagas
Prefeitura de Imbé de Minas,,260,"R$ 3991,56",3991.56,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-imbe-de-minas-mg-publica-retificacao-de-concurso-publico
Prefeitura de Itabira,,38,"R$ 4867,77",4867.77,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itabira-mg-publica-retificacao-de-processo-seletivo
Prefeitura de Itanhandu,,116,"R$ 16.382,32",16382.32,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itanhandu-mg-publica-retificacao-de-concurso-publico
Prefeitura de Itaverava,,18,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itaverava-mg-anuncia-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de Itumirim,,114,"R$ 12.679,45",12679.45,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itumirim-mg-publica-editais-de-concurso-publico-e-processo-seletivo
Prefeitura de Iturama,,22,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-iturama-mg-divulga-abertura-de-processo-seletivo-para-cargos-de-nivel-medio
Prefeitura de Jequitaí,,100,"R$ 6075,86",6075.86,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-jequitai-mg-abre-edital-de-concurso-publico-com-diversas-vagas
Prefeitura de Jequitibá,,7,"R$ 3552,28",3552.28,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-jequitiba-mg-abre-sete-vagas-em-novo-processo-seletivo
Prefeitura de Lagoa da Prata,,143,"R$ 5281,24",5281.24,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lagoa-da-prata-mg-abre-concurso-publico-com-143-vagas
Prefeitura de Lagoa Dourada,,47,"R$ 18.849,08",18849.08,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lagoa-dourada-mg-divulga-editais-de-concurso-publico-e-processo-seletivo
Prefeitura de Lagoa Formosa,,44,"R$ 3569,67",3569.67,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lagoa-formosa-mg-abre-processo-seletivo-com-diversos-cargos
Prefeitura de Leopoldina,,0,"R$ 3807,60",3807.6,Superior,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-leopoldina-mg-divulga-processo-seletivo-para-profissionais-da-area-da-educacao
Prefeitura de Moeda,,1,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-moeda-mg-publica-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de Morro da Garça,,11,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-morro-da-garca-mg-abre-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de Nova Lima,,50,"R$ 2923,00",2923.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-nova-lima-mg-abre-edital-de-processo-seletivo-com-50-vagas
Prefeitura de Olhos D'Água,,17,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-olhos-dagua-mg-abre-17-vagas-em-novo-processo-seletivo
Prefeitura de Paraisópolis,,2,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.891513,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-paraisopolis-mg-publica-processo-seletivo-para-agente-de-combate-as-endemias
Prefeitura de Passos,,6,"R$ 8429,26",8429.26,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-passos-mg-abre-processo-seletivo-para-diversas-areas
Prefeitura de Pedra Azul,,6,"R$ 1694,40",1694.4,Ensino Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pedra-azul-mg-abre-concurso-publico-para-cargo-de-guarda-civil-municipal
Prefeitura de Pedra do Indaiá,,23,"R$ 6465,60",6465.6,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pedra-do-indaia-mg-retifica-concurso-publico-com-salarios-de-ate-6-4-mil
Prefeitura de Pitangui,,7,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pitangui-mg-abre-edital-de-processo-seletivo-para-cargo-de-agente-comunitario-de-saude
Prefeitura de Porto Firme,,6,"R$ 2916,52",2916.52,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-porto-firme-mg-abre-concurso-publico-para-cargos-de-niveis-medio-e-superior
Prefeitura de Queluzito,,4,"R$ 3036,00",3036.0,Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-queluzito-mg-abre-processo-seletivo-para-cargos-de-niveis-fundamental-e-medio
Prefeitura de Rochedo de Minas,,0,"R$ 1776,50",1776.5,Fundamental,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-rochedo-de-minas-mg-abre-cadastro-de-reserva-para-servente-escolar-e-pedreiro
Prefeitura de Rodeiro,,136,"R$ 4108,59",4108.59,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-rodeiro-mg-lanca-edital-de-concurso-publico-com-136-vagas
Prefeitura de Santa Bárbara do Monte Verde,,13,"R$ 9726,61",9726.61,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santa-barbara-do-monte-verde-mg-divulga-editais-de-concurso-publico-e-processo-seletivo
Prefeitura de Santo Antônio do Grama,,1,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santo-antonio-do-grama-mg-abre-processo-seletivo-para-agente-comunitario-de-saude
Prefeitura de São Gotardo,,0,"R$ 3130,03",3130.03,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-gotardo-mg-publica-abertura-das-inscricoes-de-edital-de-processo-seletivo
Prefeitura de São João do Manteninha,,3,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-joao-do-manteninha-mg-abre-processo-seletivo-para-profissionais-de-nivel-medio
Prefeitura de São Pedro da União,,1,"R$ 1550,00",1550.0,Fundamental,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-pedro-da-uniao-mg-lanca-processo-seletivo-para-auxiliar-de-servicos-gerais
Prefeitura de São Sebastião do Paraíso,,144,"R$ 4332,35",4332.35,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-sebastiao-do-paraiso-mg-abre-144-vagas-em-novo-processo-seletivo
Prefeitura de Silveirânia,,1,"R$ 4844,23",4844.23,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-silveirania-mg-abre-processo-seletivo-para-cargo-de-contador
Prefeitura de Teixeiras,,80,"R$ 4034,05",4034.05,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-teixeiras-mg-abre-inscricoes-para-tres-editais-de-processo-seletivo
Prefeitura de Tiradentes,,2,"R$ 1518,00",1518.0,Fundamental,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-tiradentes-mg-abre-processo-seletivo-para-motoristas
Prefeitura de Toledo,,220,"R$ 3962,37",3962.37,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-toledo-mg-abre-220-vagas-em-novo-concurso-publico
Prefeitura de Ubaporanga,,7,"R$ 3036,00",3036.0,Ensino Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ubaporanga-mg-abre-sete-vagas-em-novo-processo-seletivo
SAAE - Serviço Autônomo de Água e Esgoto,,15,"R$ 5600,17",5600.17,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-aimores-mg-abre-inscricoes-para-edital-de-concurso-publico-com-15-vagas
SAAE - Serviço Autônomo de Água e Esgoto do Município de Lambari,,42,"R$ 6631,94",6631.94,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-lambari-mg-divulga-retificacao-de-concurso-publico
SAAE - Serviço Autônomo de Saneamento Básico de Itabirito,,20,"R$ 3517,03",3517.03,Fundamental,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/saae-de-itabirito-mg-publica-edital-de-processo-seletivo
SAE - Superintendência de Água e Esgoto de Ituiutaba,,27,"R$ 4946,29",4946.29,Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/sae-de-ituiutaba-mg-publica-edital-de-concurso-publico-com-27-vagas
SEE - Secretaria de Estado de Educação de Minas Gerais,,0,,0.0,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/see-mg-publica-dois-editais-de-processos-seletivos
TCE - Tribunal de Contas do Estado de Minas Gerais,,30,"R$ 12.502,85",12502.85,Superior,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/tce-mg-publica-retificacao-de-concurso-publico
UEMG - Universidade do Estado de Minas Gerais,,2,"R$ 2639,24",2639.24,Ensino Médio,,,,2025-10-16T15:46:34.897780,PCI Concurso,https://www.pciconcursos.com.br/noticias/uemg-divulga-dois-editais-de-processos-seletivos-para-tecnicos-universitarios
Prefeitura de Ibertioga,,151,"R$ 5448,39",5448.39,Superior,Suspenso,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ibertioga-mg-retifica-certame-com-151-vagas
ALES - Assembleia Legislativa do Estado do Espírito Santo,,35,"R$ 9360,43",9360.43,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/ales-abre-inscricoes-para-dois-novos-concursos-publicos
Polícia Penal do Estado do Espírito Santo,,600,"R$ 5631,16",5631.16,Ensino Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/policia-penal-es-publica-retificacao-de-concurso-publico-com-600-vagas
Fundação Carmélia Maria de Souza de Cultura e Comunicação Pública,,3,"R$ 4032,00",4032.0,Técnico,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/fundacao-carmelia-es-lanca-abertura-de-edital-de-processo-seletivo
IASES - Instituto de Atendimento Socioeducativo do Espírito Santo,,8,"R$ 7547,78",7547.78,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/iases-retifica-concursos-publicos-com-mais-de-1-mil-vagas
PC - Polícia Civil do Estado do Espírito Santo,,52,"R$ 8539,34",8539.34,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/policia-civil-do-espirito-santo-abre-concurso-publico-para-oficiais-investigadores-de-policia
Prefeitura de Alto Rio Novo,,260,"R$ 5120,00",5120.0,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alto-rio-novo-es-abre-concurso-publico-com-diversas-vagas
Prefeitura de Cariacica,,2,"R$ 12.127,50",12127.5,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cariacica-es-abre-concurso-publico-para-procurador-municipal
Prefeitura de Castelo,,0,"R$ 1518,00",1518.0,Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-castelo-es-publica-edital-de-processo-seletivo-para-formar-cadastro-reserva
Prefeitura de Guaçuí,,39,"R$ 2959,58",2959.58,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-guacui-es-divulga-abertura-de-processo-seletivo-com-diversos-cargos
Prefeitura de Ibiraçu,,1,"R$ 1671,91",1671.91,Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ibiracu-es-publica-abertura-das-inscricoes-de-processo-seletivo
Prefeitura de João Neiva,,0,"R$ 1566,31",1566.31,Ensino Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-joao-neiva-es-divulga-processo-seletivo-para-cuidador
Prefeitura de Pedro Canário,,98,"R$ 8500,00",8500.0,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pedro-canario-es-divulga-retificacao-de-concurso-publico
Prefeitura de São José do Calçado,,74,"R$ 2817,85",2817.85,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-jose-do-calcado-es-republica-edital-de-concurso-publico
Prefeitura de Viana,,0,"R$ 1776,50",1776.5,Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-viana-es-abre-processo-seletivo-para-cadastro-reserva
Prefeitura de Vitória,,1,"R$ 2054,78",2054.78,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-vitoria-es-abre-processo-seletivo-para-tecnico-desportivo-ginastica-aerobica
SAMU - Irmandade da Santa Casa de Misericórdia de Vitória,,0,"R$ 2049,71",2049.71,Ensino Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/samu-es-anuncia-abertura-de-dois-editais-de-processo-seletivo
SAMU - Serviço de Atendimento Móvel de Urgência do Espírito Santo,,0,"R$ 13.358,52",13358.52,Superior,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/samu-es-lanca-processo-seletivo-para-medicos-socorristas
Prefeitura de Cambará,,21,"R$ 2351,48",2351.48,Ensino Médio,,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cambara-pr-abre-concurso-publico-com-21-vagas
Prefeitura de Mandaguari,,20,"R$ 2500,00",2500.0,Ensino Médio,Aberto,,,2025-10-16T15:46:34.900862,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-mandaguari-pr-reabre-inscricoes-de-concurso-publico-para-guarda-civil-municipal
